name,country,city,continent,language,political_stance,economic_stance,latitude,longitude,flag_emoji,background,website_url,id,created_date,updated_date,created_by_id,created_by,is_sample
"The Guardian","ナイジェリア","ラゴス","アフリカ","英語","中道","混合経済","6.5244","3.3792","🇳🇬","ナイジェリアの主要日刊紙","https://guardian.ng","69080efea1801249bbe1e923","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"This Day","ナイジェリア","ラゴス","アフリカ","英語","中道","混合経済","6.5244","3.3792","🇳🇬","ナイジェリアの日刊紙","https://www.thisdaylive.com","69080efea1801249bbe1e924","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Punch","ナイジェリア","ラゴス","アフリカ","英語","独立系","混合経済","6.5244","3.3792","🇳🇬","ナイジェリアの独立系日刊紙","https://punchng.com","69080efea1801249bbe1e925","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Cape Times","南アフリカ","ケープタウン","アフリカ","英語","中道","混合経済","-33.9249","18.4241","🇿🇦","南アフリカの主要日刊紙","https://www.iol.co.za/capetimes","69080efea1801249bbe1e926","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"The Witness","南アフリカ","ピーターマリッツバーグ","アフリカ","英語","中道","混合経済","-29.6","30.3794","🇿🇦","南アフリカの地方紙","https://www.news24.com/witness","69080efea1801249bbe1e927","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Botswana Gazette","ボツワナ","ハボローネ","アフリカ","英語","独立系","混合経済","-24.6282","25.9231","🇧🇼","ボツワナの独立系週刊紙","https://www.gazette.bw","69080efea1801249bbe1e928","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Namibian","ナミビア","ウィントフック","アフリカ","英語","独立系","混合経済","-22.5597","17.0832","🇳🇦","ナミビアの独立系日刊紙","https://www.namibian.com.na","69080efea1801249bbe1e929","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Times of Swaziland","エスワティニ","ムババーネ","アフリカ","英語","中道","混合経済","-26.3054","31.1367","🇸🇿","エスワティニの主要日刊紙","https://www.times.co.sz","69080efea1801249bbe1e92a","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Lesotho Times","レソト","マセル","アフリカ","英語","独立系","混合経済","-29.3167","27.4833","🇱🇸","レソトの独立系週刊紙","https://lestimes.com","69080efea1801249bbe1e92b","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Indian Express","インド","ムンバイ","アジア","英語","中道","混合経済","19.076","72.8777","🇮🇳","インドの主要英字日刊紙","https://indianexpress.com","69080efea1801249bbe1e92c","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"The Telegraph","インド","コルカタ","アジア","英語","中道左派","混合経済","22.5726","88.3639","🇮🇳","インド東部の主要英字日刊紙","https://www.telegraphindia.com","69080efea1801249bbe1e92d","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Deccan Herald","インド","バンガロール","アジア","英語","中道","混合経済","12.9716","77.5946","🇮🇳","インド南部の主要英字日刊紙","https://www.deccanherald.com","69080efea1801249bbe1e92e","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Mainichi Shimbun","日本","東京","アジア","日本語","中道","混合経済","35.6762","139.6503","🇯🇵","日本の三大全国紙の一つ","https://mainichi.jp","69080efea1801249bbe1e92f","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Yomiuri Shimbun","日本","東京","アジア","日本語","中道右派","混合経済","35.6762","139.6503","🇯🇵","日本最大の日刊紙","https://www.yomiuri.co.jp","69080efea1801249bbe1e930","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"China Daily","中国","北京","アジア","英語","中道","社会主義的","39.9042","116.4074","🇨🇳","中国の英字日刊紙","https://www.chinadaily.com.cn","69080efea1801249bbe1e931","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Arab News","サウジアラビア","ジッダ","中東","英語","中道","混合経済","21.5433","39.1728","🇸🇦","サウジアラビアの英字日刊紙","https://www.arabnews.com","69080efea1801249bbe1e932","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Gulf News","UAE","ドバイ","中東","英語","中道","自由市場","25.2048","55.2708","🇦🇪","UAEの英字日刊紙","https://gulfnews.com","69080efea1801249bbe1e933","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Kuwait Times","クウェート","クウェート市","中東","英語","中道","混合経済","29.3759","47.9774","🇰🇼","クウェートの英字日刊紙","https://www.kuwaittimes.com","69080efea1801249bbe1e934","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Oman Observer","オマーン","マスカット","中東","英語","中道","混合経済","23.588","58.3829","🇴🇲","オマーンの英字日刊紙","https://www.omanobserver.om","69080efea1801249bbe1e935","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"The Peninsula","カタール","ドーハ","中東","英語","中道","混合経済","25.2854","51.531","🇶🇦","カタールの英字日刊紙","https://www.thepeninsulaqatar.com","69080efea1801249bbe1e936","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Bahrain Tribune","バーレーン","マナーマ","中東","英語","中道","混合経済","26.2285","50.586","🇧🇭","バーレーンの英字日刊紙","https://www.bahraintribune.com","69080efea1801249bbe1e937","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Jerusalem Post","イスラエル","エルサレム","中東","英語","中道右派","自由市場","31.7683","35.2137","🇮🇱","イスラエルの英字日刊紙","https://www.jpost.com","69080efea1801249bbe1e938","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Tehran Times","イラン","テヘラン","中東","英語","中道","混合経済","35.6892","51.389","🇮🇷","イランの英字日刊紙","https://www.tehrantimes.com","69080efea1801249bbe1e939","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Iraq News","イラク","バグダッド","中東","英語","独立系","","33.3152","44.3661","🇮🇶","イラクの英字オンラインメディア","https://www.iraqnews.com","69080efea1801249bbe1e93a","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Yemen Times","イエメン","サヌア","中東","英語","独立系","混合経済","15.3694","44.191","🇾🇪","イエメンの独立系英字週刊紙","https://www.yementimes.com","69080efea1801249bbe1e93b","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Syria Times","シリア","ダマスカス","中東","英語","中道","社会主義的","33.5138","36.2765","🇸🇾","シリアの英字日刊紙","https://www.syriatimes.sy","69080efea1801249bbe1e93c","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Vancouver Sun","カナダ","バンクーバー","北アメリカ","英語","中道","混合経済","49.2827","-123.1207","🇨🇦","バンクーバーの主要日刊紙","https://vancouversun.com","69080efea1801249bbe1e93d","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Montreal Gazette","カナダ","モントリオール","北アメリカ","英語","中道","混合経済","45.5017","-73.5673","🇨🇦","モントリオールの主要英字日刊紙","https://montrealgazette.com","69080efea1801249bbe1e93e","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Washington Post","アメリカ","ワシントンDC","北アメリカ","英語","中道左派","混合経済","38.9072","-77.0369","🇺🇸","アメリカの主要日刊紙","https://www.washingtonpost.com","69080efea1801249bbe1e93f","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Los Angeles Times","アメリカ","ロサンゼルス","北アメリカ","英語","中道左派","混合経済","34.0522","-118.2437","🇺🇸","西海岸最大の日刊紙","https://www.latimes.com","69080efea1801249bbe1e940","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Chicago Tribune","アメリカ","シカゴ","北アメリカ","英語","中道","混合経済","41.8781","-87.6298","🇺🇸","シカゴの主要日刊紙","https://www.chicagotribune.com","69080efea1801249bbe1e941","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Reforma","メキシコ","メキシコシティ","北アメリカ","スペイン語","中道","混合経済","19.4326","-99.1332","🇲🇽","メキシコの主要日刊紙","https://www.reforma.com","69080efea1801249bbe1e942","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"La Jornada","メキシコ","メキシコシティ","北アメリカ","スペイン語","左派","社会主義的","19.4326","-99.1332","🇲🇽","メキシコの左派系日刊紙","https://www.jornada.com.mx","69080efea1801249bbe1e943","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Prensa Libre","グアテマラ","グアテマラシティ","北アメリカ","スペイン語","中道","混合経済","14.6349","-90.5069","🇬🇹","グアテマラ最大の日刊紙","https://www.prensalibre.com","69080efea1801249bbe1e944","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"La Prensa","ニカラグア","マナグア","北アメリカ","スペイン語","独立系","混合経済","12.1364","-86.2514","🇳🇮","ニカラグアの独立系日刊紙","https://www.laprensa.com.ni","69080efea1801249bbe1e945","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"La Nación","コスタリカ","サンホセ","北アメリカ","スペイン語","中道","混合経済","9.9281","-84.0907","🇨🇷","コスタリカ最大の日刊紙","https://www.nacion.com","69080efea1801249bbe1e946","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"La Prensa","パナマ","パナマシティ","北アメリカ","スペイン語","中道","混合経済","8.9824","-79.5199","🇵🇦","パナマの主要日刊紙","https://www.prensa.com","69080efea1801249bbe1e947","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Jamaica Observer","ジャマイカ","キングストン","北アメリカ","英語","中道","混合経済","18.0179","-76.8099","🇯🇲","ジャマイカの主要日刊紙","https://www.jamaicaobserver.com","69080efea1801249bbe1e948","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Trinidad Express","トリニダード・トバゴ","ポートオブスペイン","北アメリカ","英語","中道","混合経済","10.6596","-61.5089","🇹🇹","トリニダード・トバゴの主要日刊紙","https://trinidadexpress.com","69080efea1801249bbe1e949","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Fiji Times","フィジー","スバ","オセアニア","英語","中道","混合経済","-18.1416","178.4419","🇫🇯","フィジー最大の日刊紙","https://www.fijitimes.com","69080efea1801249bbe1e94a","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Papua New Guinea Post-Courier","パプアニューギニア","ポートモレスビー","オセアニア","英語","中道","混合経済","-9.4438","147.1803","🇵🇬","パプアニューギニアの主要日刊紙","https://postcourier.com.pg","69080efea1801249bbe1e94b","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Samoa Observer","サモア","アピア","オセアニア","英語","中道","","-13.8506","-171.7513","🇼🇸","サモアの主要日刊紙","https://www.samoaobserver.ws","69080efea1801249bbe1e94c","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
"Vanuatu Daily Post","バヌアツ","ポートビラ","オセアニア","英語","中道","混合経済","-17.7333","168.3273","🇻🇺","バヌアツの主要日刊紙","https://dailypost.vu","69080efea1801249bbe1e94d","2025-11-03T02:10:06.232000","2025-11-03T02:10:06.232000","6906a8a756a390b09aaf81fb","so1ro.tanabe@gmail.com","false"
